"INCIDENT DATE","CLAIM DATE","COUNTY","DISTRICT","ROUTE","STATUS"
2019-01-23,"2019-02-04","Alameda",4,"580","Approve"
2022-10-06,"2022-12-09","Alameda",4,"880","Deny"
2023-03-12,"2023-03-30","Alameda",4,"880","unclear/unknown/pending"
2018-05-24,"2018-06-05","Alameda",4,"580","Deny"
2023-01-01,"2023-02-06","Alameda",4,"580","Deny"
2023-03-21,"2023-03-24","Alameda",4,"880","Deny"
2022-12-21,"2023-01-23","Alameda",4,"680","unclear/unknown/pending"
2023-06-08,"2023-06-21","Alameda",4,"580","unclear/unknown/pending"
2023-03-13,"2023-03-17","Alameda",4,"NSH","Deny"
2023-04-21,"2023-05-08","Alameda",4,"NSH","unclear/unknown/pending"
2019-12-11,"2019-12-23","Alameda",4,"123","Deny"
2018-04-21,"2018-05-04","Alameda",4,"N.S.H.","Deny"
2023-05-12,"2023-07-14","Alameda",4,"NSH","unclear/unknown/pending"
2022-04-09,"2022-06-08","Alameda",4,NA,"Deny"
2023-03-15,"2023-03-27","Alameda",4,"880","Deny"
2023-02-01,"2023-07-28","Alameda",4,"880","unclear/unknown/pending"
2018-09-07,"2018-10-04","Alameda",4,"24","unclear/unknown/pending"
2018-11-09,"2018-12-11","Alameda",4,"580","Deny"
2023-05-29,"2023-09-02","Alameda",4,"13","unclear/unknown/pending"
2022-12-31,"2023-02-06","Alameda",4,"580","Deny"
2022-12-22,"2023-01-17","Alameda",4,"680","Deny"
2023-01-22,"2023-03-27","Alameda",4,"238","Deny"
2019-02-20,"2019-03-05","Alameda",4,"680","Deny"
2019-01-14,"2019-04-24","Alameda",4,"580","Approve"
2019-06-10,"2019-08-05","Alameda",4,"680","unclear/unknown/pending"
2019-06-14,"2019-07-09","Alameda",4,"580","Deny"
2020-02-10,"2020-02-20","Alameda",4,"13","Deny"
2020-11-30,"2020-12-23","Alameda",4,"580","Deny"
2020-01-30,"2020-03-05","Alameda",4,"880","Deny"
2022-10-10,"2023-04-03","Alameda",4,"880","unclear/unknown/pending"
2023-01-01,"2023-07-27","Alameda",4,"680","unclear/unknown/pending"
2023-01-21,"2023-01-24","Alameda",4,"580","unclear/unknown/pending"
2020-07-24,"2020-08-04","Alameda",4,"880","Deny"
2019-01-08,"2019-03-05","Alameda",4,"580","Deny"
2023-01-10,"2023-02-01","Alameda",4,"880","unclear/unknown/pending"
2020-04-08,"2020-05-04","Alameda",4,"580","Deny"
2018-01-10,"2018-07-16","Alameda",4,"580","Deny"
2018-04-24,"2018-07-16","Alameda",4,"580","Deny"
2023-01-23,"2023-02-07","Alameda",4,"580","Deny"
2022-06-29,"2022-07-23","Alameda",4,"580","unclear/unknown/pending"
2023-03-22,"2023-04-07","Alameda",4,"NSH","Deny"
2018-08-05,"2018-08-22","Alameda",4,"580","Approve"
2023-05-13,"2023-06-16","Alameda",4,"880","unclear/unknown/pending"
2023-01-19,"2023-04-07","Alameda",4,"84","Deny"
2022-12-12,"2022-12-21","Alameda",4,"185","Deny"
2022-08-08,"2022-10-03","Alameda",4,"580","Deny"
2018-06-12,"2018-07-12","Alameda",4,"580","Approve"
2021-12-26,"2022-01-04","Alameda",4,"580","Deny"
2023-01-21,"2023-01-26","Alameda",4,"NSH","Deny"
2022-12-22,"2023-01-27","Alameda",4,"680","unclear/unknown/pending"
2019-03-05,"2019-04-04","Alameda",4,"680","Deny"
2018-06-20,"2018-07-05","Alameda",4,"80","Deny"
2018-02-08,"2018-02-12","Alameda",4,"580","Deny"
2022-12-13,"2023-03-13","Alameda",4,"880","Deny"
2022-12-05,"2023-01-31","Alameda",4,"580","Deny"
2022-06-24,"2022-10-04","Alameda",4,"880","Deny"
2023-01-04,"2023-01-23","Alameda",4,"880","unclear/unknown/pending"
2023-01-12,"2023-01-25","Alameda",4,"92","unclear/unknown/pending"
2021-08-29,"2021-09-07","Alameda",4,"980","Deny"
2023-02-07,"2023-02-21","Alameda",4,"980","unclear/unknown/pending"
2018-09-08,"2018-11-01","Alameda",4,"580","Approve"
2020-03-03,"2020-06-16","Alameda",4,"92","unclear/unknown/pending"
2019-03-10,"2019-03-14","Alameda",4,"880","unclear/unknown/pending"
2018-06-08,"2018-07-10","Alameda",4,"580","Deny"
2019-01-26,"2019-02-22","Alameda",4,"580","Deny"
2022-12-03,"2023-01-31","Alameda",4,"680","Deny"
2023-03-09,"2023-03-25","Alameda",4,"84","unclear/unknown/pending"
2019-02-16,"2019-03-22","Alameda",4,"680","Deny"
2023-01-26,"2023-02-06","Alameda",4,"680","Deny"
2019-12-18,"2020-03-02","Alameda",4,"NSH","Deny"
2023-03-31,"2023-04-05","Alameda",4,"580","unclear/unknown/pending"
2023-03-29,"2023-08-11","Alameda",4,"680","unclear/unknown/pending"
2022-08-08,"2022-09-14","Alameda",4,"580","Deny"
2022-04-16,"2022-05-03","Alameda",4,"580","Deny"
2022-04-01,"2022-09-07","Alameda",4,"580","Deny"
2018-08-08,"2018-08-13","Alameda",4,"205","Deny"
2018-07-18,"2018-09-07","Alameda",4,"680","Deny"
2023-03-12,"2023-03-13","Alameda",4,"238","Deny"
2023-01-12,"2023-06-07","Alameda",4,"680","unclear/unknown/pending"
2023-03-07,"2023-04-20","Alameda",4,"880","unclear/unknown/pending"
2022-11-01,"2022-11-29","Alameda",4,"?","Deny"
2022-02-14,"2022-04-13","Alameda",4,"580","Deny"
2023-02-28,"2023-03-01","Alameda",4,"92","Deny"
2023-03-11,"2023-04-24","Alameda",4,"NSH","Deny"
2023-03-20,"2023-04-06","Alameda",4,"NSH","Deny"
2023-01-21,"2023-03-24","Alameda",4,"880","Deny"
2019-07-23,"2019-08-05","Alameda",4,"580","Deny"
2020-04-28,"2020-06-18","Alameda",4,"NSH","Deny"
2022-12-23,"2023-01-17","Alameda",4,"238","Deny"
2019-11-18,"2020-01-28","Alameda",4,"NSH","Deny"
2018-08-10,"2018-09-28","Alameda",4,"NSH","Deny"
2021-08-23,"2021-08-30","Alameda",4,"580","Deny"
2019-04-12,"2019-05-14","Alameda",4,"238","Deny"
2020-02-20,"2020-04-09","Alameda",4,"880","Approve"
2020-07-03,"2020-07-08","Alameda",4,"24","Deny"
2021-01-06,"2021-02-11","Alameda",4,"24","Deny"
2020-06-25,"2020-07-28","Alameda",4,"880","Deny"
2023-04-06,"2023-04-25","Alameda",4,"NSH","Deny"
2020-07-23,"2020-08-25","Alameda",4,"880","Deny"
2023-01-30,"2023-05-11","Alameda",4,"880","unclear/unknown/pending"
2021-12-29,"2022-02-01","Alameda",4,"13","Deny"
2022-12-31,"2023-04-04","Alameda",4,"238","Deny"
2023-01-13,"2023-02-06","Alameda",4,"NSH","Deny"
2018-04-19,"2018-04-25","Alameda",4,"580","Deny"
2018-10-18,"2018-10-30","Alameda",4,"580","Deny"
2021-10-24,"2021-11-23","Alameda",4,"580","Deny"
2023-06-16,"2023-07-15","Alameda",4,"24","unclear/unknown/pending"
2020-01-08,"2020-02-04","Alameda",4,"980","Deny"
2023-01-03,"2023-01-17","Alameda",4,"92","Deny"
2022-08-16,"2022-08-31","Alameda",4,"24","Deny"
2019-03-01,"2019-08-30","Alameda",4,"80","Deny"
2023-03-12,"2023-04-07","Alameda",4,NA,"Deny"
2023-03-22,"2023-04-04","Alameda",4,"24","Deny"
2023-03-29,"2023-04-11","Alameda",4,"24","Deny"
2023-01-12,"2023-03-14","Alameda",4,"84","Deny"
2019-01-09,"2019-01-29","Alameda",4,"80","Approve"
2019-01-16,"2019-05-06","Alameda",4,"880","Deny"
2022-12-31,"2023-03-08","Alameda",4,"580","unclear/unknown/pending"
2023-03-18,"2023-06-25","Alameda",4,"880","Deny"
2023-02-05,"2023-02-22","Alameda",4,"880","unclear/unknown/pending"
2018-06-06,"2018-07-25","Alameda",4,"84","Deny"
2023-01-05,"2023-07-26","Alameda",4,"880","unclear/unknown/pending"
2023-01-11,"2023-02-25","Alameda",4,"84","Deny"
2018-03-30,"2018-06-11","Alameda",4,"580","unclear/unknown/pending"
2023-03-07,"2023-03-21","Alameda",4,"680","unclear/unknown/pending"
2019-02-16,"2019-09-16","Alameda",4,"84","Deny"
2018-02-08,"2018-03-26","Alameda",4,"NSH","Deny"
2023-04-29,"2023-05-30","Alameda",4,"680","Deny"
2021-06-15,"2021-06-24","Alameda",4,"580","Approve"
2018-06-14,"2018-07-05","Alameda",4,"880","Deny"
2022-09-09,"2022-10-24","Alameda",4,"580","Deny"
2023-03-13,"2023-03-28","Alameda",4,"84","Deny"
2023-03-11,"2023-03-27","Alameda",4,"NSH","Deny"
2023-01-24,"2023-03-23","Alameda",4,"n/a","Deny"
2022-10-11,"2023-05-26","Alameda",4,NA,"Deny"
2019-01-19,"2019-03-15","Alameda",4,"580","Deny"
2023-03-22,"2023-04-06","Alameda",4,"80","Deny"
2023-03-23,"2023-03-28","Alameda",4,"980","Deny"
2019-07-23,"2019-08-12","Alameda",4,"580","Approve"
2023-01-12,"2023-03-18","Alameda",4,"880","unclear/unknown/pending"
2023-06-10,"2023-06-12","Alameda",4,"NSH","unclear/unknown/pending"
2023-03-16,"2023-03-25","Alameda",4,"NSH","Deny"
2018-01-09,"2018-01-23","Alameda",4,"880","Deny"
2019-02-14,"2019-02-22","Alameda",4,"580","Deny"
2023-02-13,"2023-03-06","Alameda",4,"880","Deny"
2023-01-08,"2023-01-10","Alameda",4,"NSH","Deny"
2018-05-11,"2018-07-10","Alameda",4,"580","Deny"
2022-11-04,"2023-03-02","Alameda",4,"880","Deny"
2018-03-13,"2018-04-20","Alameda",4,"260","Deny"
2020-10-31,"2020-12-01","Alameda",4,"580","Deny"
2023-03-21,"2023-03-31","Alameda",4,"24","Deny"
2018-12-12,"2019-06-06","Alameda",4,"205","Approve"
2023-06-01,"2023-06-02","Alameda",4,"580","Deny"
2020-08-28,"2020-11-06","Alameda",4,"880","Deny"
2023-04-30,"2023-05-03","Alameda",4,"NSH","Deny"
2023-05-29,"2023-06-05","Alameda",4,"580","Deny"
2018-01-09,"2018-01-17","Alameda",4,"580","Deny"
2023-01-28,"2023-03-05","Alameda",4,"680","unclear/unknown/pending"
2019-02-18,"2019-04-22","Alameda",4,"NSH","unclear/unknown/pending"
2019-09-11,"2019-10-22","Alameda",4,"24","Deny"
2023-01-11,"2023-02-13","Alameda",4,"185","Deny"
2018-02-17,"2018-06-14","Alameda",4,"880","Deny"
2018-03-23,"2018-04-24","Alameda",4,"880","Deny"
2020-11-17,"2020-12-01","Alameda",4,"880","Deny"
2018-06-09,"2018-07-10","Alameda",4,"580","Deny"
2023-05-11,"2023-07-01","Alameda",4,"880","Deny"
2021-06-11,"2021-07-19","Alameda",4,"980","Deny"
2023-01-01,"2023-05-18","Alameda",4,"580","unclear/unknown/pending"
2022-06-09,"2022-07-21","Alameda",4,"260","Deny"
2018-08-22,"2018-09-05","Alameda",4,"680","Deny"
2023-04-12,"2023-04-24","Alameda",4,"92","unclear/unknown/pending"
2022-01-05,"2022-02-01","Alameda",4,"92","Deny"
2023-01-10,"2023-01-26","Alameda",4,"880","Deny"
2023-05-10,"2023-05-17","Alameda",4,"24","unclear/unknown/pending"
2022-05-27,"2022-06-16","Alameda",4,"580","Deny"
2019-11-23,"2019-12-11","Alameda",4,"580","unclear/unknown/pending"
2023-03-24,"2023-04-02","Alameda",4,"NSH","Deny"
2021-04-02,"2021-04-19","Alameda",4,"80","Deny"
2021-02-23,"2021-04-05","Alameda",4,"80","Deny"
2021-02-16,"2021-05-17","Alameda",4,"92","Deny"
2023-01-21,"2023-01-24","Alameda",4,"260","unclear/unknown/pending"
2020-11-17,"2020-12-04","Alameda",4,"92","Deny"
2023-03-19,"2023-04-26","Alameda",4,"24","unclear/unknown/pending"
2021-04-14,"2021-05-03","Alameda",4,"680","Deny"
2019-01-10,"2019-03-05","Alameda",4,"580","Deny"
2021-02-11,"2021-03-11","Alameda",4,"880","Deny"
2019-09-25,"2019-11-05","Alameda",4,"24","Deny"
2019-02-03,"2019-03-25","Alameda",4,"580","Deny"
2023-04-20,"2023-04-27","Alameda",4,"580","Deny"
2019-09-29,"2019-12-03","Alameda",4,"580","Deny"
2019-09-19,"2020-04-06","Alameda",4,"NSH","Deny"
2023-01-27,"2023-02-01","Alameda",4,"84","unclear/unknown/pending"
2019-09-29,"2019-10-21","Alameda",4,"580","Deny"
2019-06-06,"2019-10-15","Alameda",4,"NSH","Deny"
2023-03-18,"2023-04-11","Alameda",4,"880","Deny"
2021-11-02,"2022-04-04","Alameda",4,NA,"unclear/unknown/pending"
2023-03-07,"2023-03-29","Alameda",4,"880","Deny"
2018-01-07,"2018-02-01","Alameda",4,"880","Deny"
2019-01-10,"2019-03-13","Alameda",4,"580","Deny"
2020-08-10,"2020-09-09","Alameda",4,"880","Deny"
2018-08-30,"2018-09-26","Alameda",4,"580","Deny"
2020-11-30,"2020-12-23","Alameda",4,"84","Deny"
2021-06-04,"2021-06-24","Alameda",4,"580","Deny"
2023-04-22,"2023-06-10","Alameda",4,"580","unclear/unknown/pending"
2023-03-22,"2023-03-29","Alameda",4,"NSH","unclear/unknown/pending"
2022-01-01,"2022-03-01","Alameda",4,"80","Deny"
2021-01-29,"2021-03-11","Alameda",4,"80","Deny"
2023-01-02,"2023-07-01","Alameda",4,"84","unclear/unknown/pending"
2023-01-31,"2023-04-01","Alameda",4,"NSH","Deny"
2019-05-01,"2019-06-24","Alameda",4,"580","Deny"
2019-02-14,"2019-02-26","Alameda",4,"580","Deny"
2019-11-14,"2019-12-19","Alameda",4,"580","Deny"
2019-09-13,"2019-10-09","Alameda",4,"24","Small Claims Court"
2020-02-01,"2020-03-03","Alameda",4,"580","Deny"
2023-02-20,"2023-03-20","Alameda",4,"880","Deny"
2023-02-01,"2023-04-21","Alameda",4,"NSH","Deny"
2018-01-05,"2018-02-02","Alameda",4,"880","Deny"
2023-03-31,"2023-04-16","Alameda",4,"580","unclear/unknown/pending"
2023-03-27,"2023-06-12","Alameda",4,"NSH","Deny"
2023-02-02,"2023-05-03","Alameda",4,"238","Deny"
2018-04-01,"2018-05-16","Alameda",4,"580","Deny"
2023-01-16,"2023-02-24","Alameda",4,"84","unclear/unknown/pending"
2020-08-31,"2020-10-08","Alameda",4,"680","Deny"
2023-01-14,"2023-02-08","Alameda",4,"880","unclear/unknown/pending"
2022-12-31,"2023-01-06","Alameda",4,"580","unclear/unknown/pending"
2022-12-03,"2023-05-01","Alameda",4,"680","unclear/unknown/pending"
2023-03-24,"2023-06-07","Alameda",4,"880","Deny"
2022-12-31,"2023-01-13","Alameda",4,"590","Deny"
2019-10-26,"2019-10-31","Alameda",4,"880","Approve"
2019-01-31,"2019-02-13","Alameda",4,"13","Approve"
2019-02-19,"2019-03-26","Alameda",4,"680","Deny"
2020-05-28,"2020-12-04","Alameda",4,"580","Deny"
2019-02-14,"2019-03-12","Alameda",4,"680","Deny"
2018-11-21,"2019-01-29","Alameda",4,"13","Deny"
2023-03-19,"2023-03-27","Alameda",4,"880","Deny"
2023-02-09,"2023-03-16","Alameda",4,"NSH","Deny"
2018-05-03,"2018-06-01","Alameda",4,"580","Deny"
2023-02-19,"2023-05-30","Alameda",4,"680","Deny"
2023-03-11,"2023-03-23","Alameda",4,"NSH","Deny"
2018-12-26,"2019-03-27","Alameda",4,"580","Deny"
2022-12-31,"2023-02-10","Alameda",4,"580","Deny"
2020-04-20,"2020-05-13","Alameda",4,"880","Deny"
2020-03-03,"2020-03-10","Alameda",4,"84","Deny"
2019-01-28,"2019-02-15","Alameda",4,"580","Deny"
2023-01-03,"2023-01-13","Alameda",4,"92","Deny"
2019-02-14,"2019-03-21","Alameda",4,"580","Deny"
2020-05-20,"2020-07-06","Alameda",4,"880","Deny"
2018-07-30,"2018-08-17","Alameda",4,"680","Deny"
2023-03-07,"2023-04-10","Alameda",4,"980","Deny"
2023-01-21,"2023-02-22","Alameda",4,"880","Deny"
2019-07-19,"2019-08-20","Alameda",4,"880","Small Claims Court"
2018-08-09,"2018-08-28","Alameda",4,"580","Deny"
2022-02-20,"2022-04-20","Alameda",4,"84","Deny"
2021-11-03,"2021-11-23","Alameda",4,"238","Deny"
2023-03-15,"2023-04-04","Alameda",4,"13","Deny"
2021-11-10,"2021-12-07","Alameda",4,"92","Deny"
2019-04-16,"2019-05-01","Alameda",4,"880","Deny"
2023-01-06,"2023-02-03","Alameda",4,"580","Deny"
2020-11-27,"2020-12-23","Alameda",4,"880","Deny"
2020-02-01,"2020-04-03","Alameda",4,"880","unclear/unknown/pending"
2019-06-03,"2019-08-27","Alameda",4,"NSH","unclear/unknown/pending"
2020-11-05,"2020-12-03","Alameda",4,"580","Approve"
2019-07-12,"2019-10-03","Alameda",4,"580","Approve"
2023-04-14,"2023-06-08","Alameda",4,"84","Deny"
2023-03-27,"2023-05-08","Alameda",4,"880","unclear/unknown/pending"
2019-07-29,"2020-01-21","Alameda",4,"580","Deny"
2022-05-28,"2022-06-16","Alameda",4,"580","Deny"
2021-07-14,"2021-07-26","Alameda",4,"680","Approve"
2019-01-08,"2019-01-15","Alameda",4,"580","unclear/unknown/pending"
2018-04-20,"2018-06-21","Alameda",4,"580","Deny"
2018-03-14,"2018-03-26","Alameda",4,"880","Deny"
2023-04-23,"2023-04-26","Alameda",4,"NSH","unclear/unknown/pending"
2018-02-17,"2018-07-03","Alameda",4,NA,"Small Claims Court"
2019-02-03,"2019-08-30","Alameda",4,"580","Approve"
2020-01-03,"2020-02-05","Alameda",4,"84","Deny"
2023-03-20,"2023-09-17","Alameda",4,"NSH","unclear/unknown/pending"
2023-04-28,"2023-05-11","Alameda",4,"238","unclear/unknown/pending"
2022-05-08,"2023-03-24","Alameda",4,"580","Deny"
2023-03-18,"2023-05-31","Alameda",4,"580","unclear/unknown/pending"
2019-06-09,"2019-07-01","Alameda",4,"24","Deny"
2018-04-01,"2018-04-10","Alameda",4,"580","Deny"
2020-05-16,"2020-06-30","Alameda",4,"880","Deny"
2019-07-16,"2019-10-29","Alameda",4,"580","Deny"
2023-03-31,"2023-04-04","Alameda",4,"5","unclear/unknown/pending"
2023-03-20,"2023-04-21","Alameda",4,"24","Deny"
2022-07-27,"2022-08-02","Alameda",4,"238","Deny"
2019-03-09,"2019-03-29","Alameda",4,"NSH","Deny"
2020-06-15,"2020-07-29","Alameda",4,"580","Deny"
2018-02-06,"2018-05-04","Alameda",4,"580","Deny"
2023-03-16,"2023-03-28","Alameda",4,"NSH","Deny"
2023-03-21,"2023-04-12","Alameda",4,"NSH","Deny"
2023-01-01,"2023-02-27","Alameda",4,"580","Deny"
2023-03-20,"2023-04-17","Alameda",4,"238","Deny"
2020-01-19,"2020-01-29","Alameda",4,"880","Deny"
2023-03-04,"2023-03-21","Alameda",4,"880","unclear/unknown/pending"
2022-02-22,"2022-03-01","Alameda",4,"80","Deny"
2023-05-09,"2023-05-11","Alameda",4,"84","unclear/unknown/pending"
2019-03-25,"2019-04-29","Alameda",4,"580","Deny"
2023-03-24,"2023-03-27","Alameda",4,"980","Deny"
2023-03-12,"2023-03-17","Alameda",4,"880","unclear/unknown/pending"
2023-06-27,"2023-07-01","Alameda",4,"580","unclear/unknown/pending"
2023-03-31,"2023-04-22","Alameda",4,"880","Deny"
2023-02-07,"2023-03-23","Alameda",4,"880","Deny"
2023-03-17,"2023-09-15","Alameda",4,"880","unclear/unknown/pending"
2023-01-21,"2023-02-06","Alameda",4,"880","Deny"
2018-07-09,"2018-07-17","Alameda",4,"680","Deny"
2022-11-12,"2023-04-03","Alameda",4,"680","unclear/unknown/pending"
2019-09-30,"2019-10-23","Alameda",4,"580","Approve"
2020-06-22,"2020-08-13","Alameda",4,"680","Deny"
2018-10-30,"2018-11-15","Alameda",4,"580","Deny"
2018-03-17,"2018-04-03","Alameda",4,"238","Deny"
2020-06-22,"2020-06-25","Alameda",4,"NSH","Deny"
2019-02-08,"2019-02-20","Alameda",4,"880","Deny"
2023-06-25,"2023-07-10","Alameda",4,"84","unclear/unknown/pending"
2023-01-01,"2023-05-16","Alameda",4,"580","unclear/unknown/pending"
2018-01-16,"2018-05-14","Alameda",4,"580","unclear/unknown/pending"
2023-03-08,"2023-03-28","Alameda",4,"238","Deny"
2019-05-24,"2019-06-11","Alameda",4,"880","Deny"
2023-01-01,"2023-03-28","Alameda",4,"880","unclear/unknown/pending"
2022-12-12,"2023-01-30","Alameda",4,"185","unclear/unknown/pending"
2020-01-12,"2020-05-20","Alameda",4,"580","Deny"
2022-07-16,"2023-01-31","Alameda",4,"580","unclear/unknown/pending"
2019-09-19,"2020-04-06","Alameda",4,"NSH","Deny"
2023-04-11,"2023-03-15","Alameda",4,"680","unclear/unknown/pending"
2019-12-15,"2020-01-09","Alameda",4,"580","Deny"
2021-05-04,"2021-06-08","Alameda",4,"NSH","Deny"
2022-09-10,"2022-09-23","Alameda",4,"580","Deny"
2019-01-20,"2019-01-29","Alameda",4,"580","Approve"
2021-07-11,"2021-08-03","Alameda",4,"580","Approve"
2023-02-06,"2023-03-30","Alameda",4,"880","unclear/unknown/pending"
2023-02-28,"2023-05-30","Alameda",4,"580","unclear/unknown/pending"
2019-02-03,"2019-02-09","Alameda",4,"580","Deny"
2018-08-10,"2018-10-10","Alameda",4,"NSH","unclear/unknown/pending"
2023-01-11,"2023-03-21","Alameda",4,"238","unclear/unknown/pending"
2019-09-03,"2019-09-24","Alameda",4,"580","Deny"
2023-01-27,"2023-03-30","Alameda",4,"238","unclear/unknown/pending"
2019-06-12,"2019-12-03","Alameda",4,"80","Deny"
2018-03-04,"2018-05-14","Alameda",4,"61","Deny"
2023-05-28,"2023-06-28","Alameda",4,"580","unclear/unknown/pending"
2018-08-19,"2018-08-28","Alameda",4,"580","unclear/unknown/pending"
2020-06-02,"2020-06-17","Alameda",4,"880","Deny"
2018-04-20,"2018-06-04","Alameda",4,"580","Deny"
2018-06-15,"2018-08-02","Alameda",4,"880","Deny"
2023-03-24,"2023-05-12","Alameda",4,"880","unclear/unknown/pending"
2018-02-13,"2018-07-12","Alameda",4,"80","Deny"
2019-07-24,"2019-08-15","Alameda",4,"580","Deny"
2018-01-09,"2018-03-14","Alameda",4,"580","Deny"
2019-01-23,"2019-03-05","Alameda",4,"580","Deny"
2023-04-08,"2023-05-01","Alameda",4,"880","Deny"
2023-01-05,"2023-01-18","Alameda",4,"185","Deny"
2023-03-31,"2023-04-06","Alameda",4,"NSH","unclear/unknown/pending"
2019-02-14,"2019-04-18","Alameda",4,"580","Deny"
2023-01-11,"2023-01-18","Alameda",4,"NSH","Deny"
2018-09-28,"2019-04-04","Alameda",4,"880","unclear/unknown/pending"
2023-04-19,"2023-04-26","Alameda",4,"680","unclear/unknown/pending"
2018-11-09,"2019-01-15","Alameda",4,"880","Deny"
2023-01-19,"2023-01-30","Alameda",4,"NSH","Deny"
2019-10-17,"2019-12-11","Alameda",4,"680","Deny"
2019-03-07,"2019-06-10","Alameda",4,"680","Deny"
2021-12-27,"2022-01-11","Alameda",4,"24","Deny"
2018-04-26,"2018-05-09","Alameda",4,"580","Deny"
2018-06-08,"2018-07-10","Alameda",4,"580","Deny"
2022-06-29,"2022-09-25","Alameda",4,"238","Deny"
2022-05-02,"2022-12-21","Alameda",4,"84","Deny"
2018-01-23,"2018-02-16","Alameda",4,"580","Deny"
2023-01-31,"2023-03-08","Alameda",4,"580","Deny"
2019-07-19,"2019-08-03","Alameda",4,"880","Deny"
2022-03-28,"2022-05-10","Alameda",4,"8.0500000000000007","Deny"
2023-02-19,"2023-05-22","Alameda",4,"880","unclear/unknown/pending"
2021-01-29,"2021-03-04","Alameda",4,"680","Deny"
2023-04-04,"2023-04-10","Alameda",4,"880","Deny"
2022-12-11,"2022-12-20","Alameda",4,"84","unclear/unknown/pending"
2023-03-04,"2023-04-17","Alameda",4,"880","unclear/unknown/pending"
2018-01-18,"2018-02-21","Alameda",4,"580","Deny"
2022-06-07,"2022-07-19","Alameda",4,"880","unclear/unknown/pending"
2023-03-16,"2023-03-28","Alameda",4,"24","unclear/unknown/pending"
2020-04-18,"2020-06-17","Alameda",4,"880","Deny"
2022-11-15,"2022-12-05","Alameda",4,"880","Deny"
2018-10-08,"2018-11-15","Alameda",4,"580","Deny"
2018-01-09,"2018-02-12","Alameda",4,"580","Approve"
2022-12-31,"2023-04-28","Alameda",4,"580","unclear/unknown/pending"
2023-01-21,"2023-02-06","Alameda",4,"880","Deny"
2023-06-16,"2023-06-21","Alameda",4,"84","unclear/unknown/pending"
2023-03-31,"2023-04-04","Alameda",4,"680","Deny"
2023-03-22,"2023-04-16","Alameda",4,"NSH","unclear/unknown/pending"
2018-01-05,"2018-01-23","Alameda",4,"880","Deny"
2022-12-11,"2023-05-17","Alameda",4,"880","Deny"
2021-01-29,"2021-03-04","Alameda",4,"238","Deny"
2021-12-24,"2022-03-15","Alameda",4,"680","Deny"
2023-03-14,"2023-05-15","Alameda",4,"880","unclear/unknown/pending"
2023-02-19,"2023-03-23","Alameda",4,"84","unclear/unknown/pending"
2019-01-15,"2019-04-04","Alameda",4,"580","Deny"
2022-01-22,"2022-04-13","Alameda",4,"880","Deny"
2018-03-28,"2018-04-17","Alameda",4,"580","Deny"
2023-03-15,"2023-05-05","Alameda",4,"238","unclear/unknown/pending"
2023-01-25,"2023-05-18","Alameda",4,"580","unclear/unknown/pending"
2022-12-07,"2023-01-23","Alameda",4,"880","unclear/unknown/pending"
2020-06-16,"2020-07-01","Alameda",4,"880","Deny"
2019-05-02,"2019-05-15","Alameda",4,"580","Deny"
2019-02-03,"2019-03-04","Alameda",4,"580","Deny"
2018-10-23,"2018-12-07","Alameda",4,"580","Deny"
2018-08-03,"2018-08-23","Alameda",4,"580","Deny"
